FacilityName,POINT_X,POINT_Y,Region,District,ActivityHP,ValueID,LabelID,FederalID,SNO,RegionID,ZoneID,DistrictID,LocationID,Month,Year,Value,Level,FACILITYTYPE
Kedamess Health Center,0,0,Oromiya,Gomma Woreda,,356687555,573,0,,4,404,40407,404070022,3,2007,10,0,2
Ankeso Sarado Health Post,,,Oromiya,Kersa Woreda,< 15 years,399920933,3014,0,1.1.1.1.2.1,4,404,40405,404050042,3,2007,4,0,3
Musebanb Health Center,0,0,Amhara,Lay Armacho Woreda,,144019705,1378,0,,3,301,30108,301080023,3,2007,4,0,2
Liguama Health Center,10.654907,39.15766,Amhara,Kelela Woreda,,152868467,317,0,,3,304,30413,304130022,3,2007,3,0,2
Taddasa Medium Clinic,,,Oromiya,Holeta Woreda,,342457393,1365,0,,4,423,42302,423020023,3,2007,0,0,6
Birritti Health Center,0,0,Oromiya,Kuyu Woreda,,356515741,458,0,,4,406,40604,406040022,3,2007,10,0,2
Kusaye Health Center,8.710771,38.435919,Oromiya,Tole Woreda,Number of HIV-positive adults and children Currently receiving clinical care,402569257,4507,0,C1.4.2.1.10,4,413,41308,413080022,3,2007,7,0,2
Hatawin Health Center,0,0,Oromiya,Seweyna Woreda,,131470602,1436,0,,4,411,41118,411180025,4,2007,3,0,2
Metsele Health Post,,,Amhara,Dera Woreda,,152332637,395,0,,3,302,30209,302090034,4,2007,7,0,3
Adigrat 1 Health Center,14.2781393,39.4638965,Tigray,Adigirat Town Woreda,"Number of weights recorded with severe malnutrition, by age (Z-score below -3: Severely under weight)",241451669,4485,0,2.2.3,1,103,10308,103080021,4,2007,3,0,2
Oda Sentela Health Post,0,0,Oromiya,Gursum Woreda,,356870760,377,0,,4,410,41003,4100300332,4,2007,10,0,3
Ternasha Health Center,0,0,Amhara,Tselemt Woreda,1-4 years : males,377339872,4559,0,4.2.1.9.2.3,3,301,30119,301190025,4,2007,2,0,2
Amante Gamo Health Post,0,0,Oromiya,Abichuna Gnea Woreda,20 - 24 years,400668317,3012,0,1.1.1.1.1.3,4,406,40609,4060900304,4,2007,3,0,3
Hojja Dure Health Center,0,0,Oromiya,Mulo Woreda,,131739049,1318,0,,4,423,42308,423080021,4,2007,5,0,2
ADINAS H.CLINIC,,,Amhara,,,154376990,610,0,,3,311,0,311000036,4,2007,10,0,6
Genet Mariam Health Center,0,0,Amhara,Mirab Esta Woreda,,144289957,1433,0,,3,302,30211,302110026,4,2007,7,0,2
Malitu Chawwa Health Post,0,0,Oromiya,Were Jarso Woreda,,357599656,363,0,,4,406,40601,4060100307,4,2007,3,0,3
Woyina Health Post,,,Amhara,Janamora Woreda,Gentamycine,380069698,3211,0, ,3,301,30103,301030028,4,2007,0,0,3
Bedeyi Health Center,0,0,Oromiya,Anchar Woreda,TT doses opened,401427540,1649,0,1.3.10.7(Opened),4,409,40906,409060022,4,2007,2,0,2
Sulultaa Health Center,0,0,Oromiya,,,132776476,794,0,,4,421,0,421000023,4,2007,8,0,2
Jarsa Health Center,0,0,Amhara,Gubalafto Woreda,,152505775,306,0,,3,303,30307,303070024,4,2007,0,0,2
Enda Slassie,,,Tigray,Degua Temben Woreda,Pneumococcal conjugated doses given (all ages),241676454,3006,0,1.3.10.3(Given),1,107,10704,107040028,4,2007,5,0,3
Lalisa Muk-Lami Health Post,0,0,Oromiya,Boji Cheqorsa Woreda,,357789814,459,0,,4,401,40110,4011000316,4,2007,9,0,3
Wero Health Center,0,0,Amhara,Sayint Woreda,                  : females Non-Pregnant,378235369,3710,0,4.2.1.4.1.16,3,304,30411,304110025,4,2007,10,0,2
Adam General Hospital,,,Oromiya,,15-19 years : males,402889726,3647,0,4.2.1.1.2.1.9,4,415,0,415010028,4,2007,3,0,1
Teleta Chefa Health Center,0,0,Oromiya,Aseko Woreda,,131249149,860,0,,4,408,40802,408020024,4,2007,6,0,2
Dawadamot Health Post,0,0,Amhara,Gondar Zuriya Woreda,,151848543,351,0,,3,301,30110,3011000318,4,2007,8,0,3
Bokkoo Health Center,0,0,Oromiya,Melka Belo Woreda,,343209695,991,0,,4,410,41012,410120025,4,2007,1,0,2
Korke Faro Health Post,0,0,Oromiya,Seyo Nole Woreda,,358064298,391,0,,4,401,40118,4011800300,4,2007,8,0,3
Woldia Hospital,11.832176,39.59927,Amhara,,10-14 years : males,377740492,3681,0,4.2.1.2.1.7,3,303,0,303000011,4,2007,0,0,1
Mio Health Center,0,0,Oromiya,Dawe Kechen Woreda,>=20 years : males,402224389,3906,0,4.2.1.9.1.1.10,4,411,41121,411210022,4,2007,6,0,2
MEDA WALABU HIGHER CLINIC,,,Oromiya,Dodola Woreda,,131582632,1278,0,,4,417,41707,417070014,4,2007,4,0,6
Densa Health Center,0,0,Amhara,Gidan Woreda,,152431512,276,0,,3,303,30303,303030024,4,2007,1,0,2
Tsaedakerni Health Center,0,0,Tigray,Tselemt Woreda,5-14 years : Males,241165073,4047,0,4.2.2.1.3.3,1,101,10106,101060027,4,2007,1,0,2
Abayi Reji,,,Oromiya,Jibat Woreda,,359076594,303,0,,4,405,40518,405180027,4,2007,9,0,3
Botoo Health Post,0,0,Oromiya,Metu rural Woreda,Oral Rehydration Salt,399625761,141,0, ,4,403,40310,4031000304,4,2007,2,0,3
Korke 02 Health Post,,,Oromiya,Mene Sibu Woreda,Measles doses opened,399006184,1648,0,1.3.10.6(Opened),4,401,40101,401010033,4,2007,3,0,3
Bilalo Health Center,0,0,Oromiya,Tiyo Woreda,,132250155,365,0,,4,408,40816,408160023,4,2007,10,0,2
Gohala Health Center,0,0,Amhara,Misrak Belesa Woreda,,151994863,337,0,,3,301,30117,301170022,4,2007,7,0,2
Reji Health Center,0,0,Oromiya,Adaa Berga Woreda,,341488818,1108,0,,4,405,40513,405130022,4,2007,7,0,2
Agamwuha HP,,,Amhara,Metema Woreda,Number of children screened and have severe acute malnutrition,380288570,3065,0,2.3.2,3,301,30113,301130031,4,2007,8,0,3
Hebano Health Center,0,0,Oromiya,Kokosa Woreda,Number of individuals  who have been tested for HIV and who received their results,398322895,4536,0,C1.4.2.1.1,4,417,41708,417080024,4,2007,5,0,2
Kelem Health Center,0,0,Oromiya,Gidami Woreda,,131674017,1399,0,,4,418,41809,418090022,4,2007,10,0,2
Jihur Health Center,10.019799,39.241193,Amhara,Moretna Juru Woreda,,153092387,752,0,,3,305,30504,305040022,4,2007,9,0,2
Kot Mender Health Center,11.652907,38.501056,Amhara,Tach Gayint Woreda,,144212677,1329,0,,3,302,30206,302060024,4,2007,1,0,2
Amuma Health Post,0,0,Oromiya,Haromaya Woreda,,357078228,558,0,,4,410,41006,4100600305,4,2007,8,0,3
rim Health Center,0,0,Amhara,Mecha Woreda,                 : females,379232861,4012,0,4.2.2.1.1.6,3,307,30704,307040024,4,2007,8,0,2
Giche Health Post,0,0,Oromiya,Adaa Woreda,Number of lymph edema cases treated,400846425,4532,0,C1.4.2.6.2,4,407,40706,407060041,4,2007,7,0,3
Sodo Health Center,6.8632743,37.7624975,Oromiya,Alge Sachi Woreda,,131832804,671,0,,4,403,40302,403020024,4,2007,2,0,2
Gift Health Center,,,Amhara,Basona Werana Woreda,,153281723,616,0,,3,305,30519,305190025,4,2007,5,0,2
Kalicha Health Center,,,Dire Dawa,Biyoawale Operational Woreda Health Office,0-4 years : Males,251271839,4045,0,4.2.2.1.3.1,15,0,150103,1501030022,4,2007,7,0,2
Mede Jalela Health Post,0,0,Oromiya,Deder Woreda,,356926139,544,0,,4,410,41011,4101100322,4,2007,2,0,3
Kombolcha Tannery Share Company,,,Amhara,Kombolcha Town Woreda,10-14 years : males,378357533,3645,0,4.2.1.1.2.1.7,3,304,30417,304170044,4,2007,9,0,4
Oliyad Cilinic,0,0,Oromiya,Zeway Batu Town Woreda,                            : females,400945239,3780,0,4.2.1.2.2.8,4,407,40713,407130030,4,2007,1,0,6
Adama Health Center,8.546711,39.276763,Oromiya,,,132097783,578,0,,4,415,0,407010022,4,2007,5,0,2
amdework zuriya Health Post,0,0,Amhara,Dehana Woreda,,154060325,343,0,,3,308,30803,3080300301,4,2007,1,0,3
Yifage Health Center,0,0,Amhara,Libokemkem Woreda,,144179896,1486,0,,3,302,30202,302020023,4,2007,7,0,2
Odasentala Health Center,0,0,Oromiya,Gursum Woreda,,356782669,660,0,,4,410,41003,410030026,4,2007,9,0,2
Yetnora Health Center,0,0,Amhara,Dejen Woreda,                                                          : females,379090863,3755,0,4.2.1.5.1.2.18,3,306,30613,306130023,4,2007,5,0,2
Haro Suche Health Post,0,0,Oromiya,Omonada Woreda,Injectables,400063046,3024,0,1.1.1.2.2.2,4,404,40411,4041100321,4,2007,9,0,3
Kotebe Health Center,9.02,38.82,Addis Ababa,Yeka Kifle Ketema,,413934958,1139,0,,14,0,14109,141090022,4,2007,4,0,2
Kosober Health Post,0,0,Amhara,Tarma Ber Woreda,,153172686,356,0,,3,305,30510,3051000307,4,2007,3,0,3
Karamara Higher Clinic,,,Dire Dawa,Gendekore Operational Woreda Health Office,Number of persons provided with Post-exposure prophylaxis (PEP)  ,251280896,4510,0,C1.4.2.1.12,15,0,150104,1501040024,4,2007,7,0,6
Tokke Laman Health Post,0,0,Oromiya,Tikur Enchini Woreda,,359198007,733,0,,4,405,40509,4050900305,4,2007,8,0,3
YAMP HEALTH POST,,,Beneshangul Gumuz,Dibate Woreda,,368395874,348,0,,6,602,60205,602050027,4,2007,4,0,3
Goro kurkurfa Health Post,0,0,Oromiya,Ilu Woreda,OPD visits < 5: new Male,402545463,164,0,1.1.1,4,413,41305,4130500315,4,2007,4,0,3
Goro Health Center,,,Dire Dawa,Sabian Operational Woreda Health Office,,197390101,839,0,,15,0,150107,1501070021,4,2007,2,0,2
TENSAYE,,,Amhara,,,146099964,973,0,,3,313,0,313000029,4,2007,5,0,6
Dadu Health Post,0,0,Oromiya,Hababo Guduru Woreda,,357179554,285,0,,4,419,41904,4190400300,4,2007,0,0,3
Enarjusema Health Post,0,0,Amhara,Enarj Enawga Woreda,"Total new and repeat acceptors, disaggregated by method",378919714,4472,0,1.1.1.2,3,306,30605,3060500304,4,2007,10,0,3
Tarkanfata Health Center,,,Oromiya,Midega Tola Woreda,            5-14 years,401888273,4221,0,4.2.4.3.2.2,4,410,41014,410140025,4,2007,6,0,2
Ch_Kuyo Health Center,0,0,Oromiya,Aseko Woreda,,131248955,1547,0,,4,408,40802,408020023,4,2007,0,0,2
Edagaberhe Health Center,0,0,Tigray,Tahitay Maychew Woreda,,173238365,1093,0,,1,102,10206,102060022,4,2007,1,0,2
Bash Health Center,0,0,Amhara,Menz Mama Midir Woreda,,145196644,1210,0,,3,305,30509,305090024,4,2007,9,0,2
Nejo Hospital,9.490309,35.509295,Oromiya,,,343384089,896,0,,4,401,0,401020011,4,2007,2,0,1
Lulge Health Post,0,0,Amhara,Efratana Gidim Woreda,Number of slides or RDT positive for malaria,378570635,4531,0,4.2.5.3.1,3,305,30508,3050800317,4,2007,2,0,3
Feyine Jimata Health Center,0,0,Oromiya,Sasiga Woreda,                 5-14 years,399384332,4224,0,4.2.4.3.2.5,4,402,40211,402110022,4,2007,9,0,2
Nagele Health Center,7.3504963,38.6816168,Oromiya,Dodola Rural Woreda,                                                         : females,398443621,3747,0,4.2.1.5.1.2.10,4,417,41713,417130026,4,2007,9,0,2
Onga Health Center,0,0,Oromiya,Ale Woreda,,131052608,1266,0,,4,403,40311,403110022,4,2007,2,0,2
Zemenemerik Health Post,0,0,Amhara,Mirab Armachiho Woreda,,151766982,378,0,,3,301,30106,3010600308,4,2007,4,0,3
Aweday Health Center,0,0,Oromiya,Aweday Town Woreda,,343063280,1423,0,,4,410,41020,410200021,4,2007,9,0,2
Abebaw Primary Clinic,,,Oromiya,Nono Woreda,,358941182,562,0,,4,405,40508,405080025,4,2007,6,0,6
Nada Health Center,7.639408,37.251845,Oromiya,Omonada Woreda,5-9 years : males,400046527,3872,0,4.2.1.6.5,4,404,40411,404110022,4,2007,4,0,2
Harenfema Dhebisa Health Post,0,0,Oromiya,Girja Woreda,OPD visits > = 15: new Female,402789668,173,0,1.1.10,4,414,41410,4141000300,4,2007,10,0,3
Alage Clinic,7.2942,38.3635,Oromiya,Adami Tulu Jido Kombolcha Woreda,,132163581,807,0,,4,407,40708,407080130,4,2007,1,0,6
Jansumo Health Post,0,0,Amhara,Tach Armacho Woreda,,152029028,284,0,,3,301,30120,3012000310,4,2007,3,0,3
Becho Health Center,0,0,Oromiya,Becho Woreda,,341171332,937,0,,4,403,40314,403140021,4,2007,10,0,2
Gawuna Health Center,0,0,Amhara,Mojana Woreda,                  : females,378603423,3930,0,4.2.1.10.1.6,3,305,30511,305110023,4,2007,3,0,2
Dawo seden Health Center,0,0,Oromiya,Dawo Woreda,,358577638,515,0,,4,413,41304,413040023,4,2007,10,0,2
Fchatue Health Center,9.009566,42.125134,Oromiya,Fedis Woreda,Number of children aged 6-59 months supplemented with vitamin-A,401683186,1836,0,2.5.1,4,410,41005,410050021,4,2007,8,0,2
Yula Kola Health Post,,,Oromiya,Didu Woreda,,131884808,588,0,,4,403,40317,403170031,4,2007,10,0,3
Kotu Health Center,0,0,Amhara,Angolala Tera Woreda,,153208618,634,0,,3,305,30513,305130024,4,2007,0,0,2
Gregra Health Center,0,0,Amhara,Gonge Kolela Woreda,,145649086,1100,0,,3,307,30712,307120022,4,2007,9,0,2
M_Seden Health Post,0,0,Oromiya,Girawa Woreda,,356995576,382,0,,4,410,41016,4101600323,4,2007,6,0,3
Qualissa Health Center,0,0,Amhara,Ebinat Woreda,All leprosy case detected( N+O+R+D) -Male,377425137,4524,0,4.2.3.1.1,3,302,30201,302010023,4,2007,4,0,2
Gare Abdula Health Post,0,0,Oromiya,Jarso Woreda,Measles doses given (all ages),401640573,31,0,1.3.10.6(Given),4,410,41002,4100200302,4,2007,8,0,3
Shambu Health Center,9.5666667,37.1,Oromiya,Shambu Town Woreda,,131693395,1381,0,,4,419,41902,419020021,4,2007,2,0,2
addis ledet Health Post,0,0,Amhara,Mecha Woreda,,153786539,295,0,,3,307,30704,3070400338,4,2007,3,0,3
Gerjelle Health Center,0,0,Tigray,Raya Alamata Woreda,25-49 years : males,241511327,3687,0,4.2.1.2.1.13,1,104,10407,104070021,4,2007,7,0,2
Kara Health Center,0,0,Oromiya,Wuchale Woreda,,356691940,739,0,,4,406,40608,406080024,4,2007,6,0,2
Bokoksa Health Center,11.4389,39.878094,Amhara,Werebabo Woreda,                  : females,378119554,3646,0,4.2.1.1.2.1.8,3,304,30406,304060021,4,2007,9,0,2
Shura Maramo Health Post,0,0,Oromiya,Qondala Woreda,Total number of slides or RDT performed for malaria diagnosis,399116433,3205,0,4.2.5.3.1.7,4,401,40109,4010900321,4,2007,3,0,3
Poly Higher Clinic,,,Addis Ababa,Cherkos Kifle Ketema,,392736057,625,0,,14,0,14106,141060047,4,2007,3,0,6
Fendka Health Center,0,0,Amhara,Gozamin Woreda,,166262058,555,0,,3,306,30610,306100021,5,2007,2,0,2
Agissa Health Center,0,0,Amhara,Ebinat Woreda,,164855439,1119,0,,3,302,30201,302010030,5,2007,10,0,2
Bole Health Center ,8.652029,39.750901,Oromiya,Boset Woreda,,215757134,341,0,,4,407,40702,407020026,5,2007,9,0,2
Tikildingay Health Center,12.761899,37.407626,Amhara,Lay Armacho Woreda,Ergometrine Maleate Tablets,380456032,148,0, ,3,301,30108,301080021,5,2007,10,0,2
Desalegn Primary Clinic,,,Amhara,Baso Liben Woreda,15-19 years : males,382577279,3612,0,4.2.1.1.1.1.1,3,306,30611,306110033,5,2007,4,0,6
Gida Ayana District Hospital,0,0,Oromiya,,                            : females,403386973,3862,0,4.2.1.4.2.16,4,402,0,402030011,5,2007,7,0,1
Dangila Health Center,11.254397,36.841359,Amhara,Dangla Town Woreda,,165469855,1187,0,,3,309,30908,309080021,5,2007,0,0,2
Tade Health Center,0,0,Oromiya,Lume Woreda,,175744124,721,0,,4,407,40704,407040026,5,2007,8,0,2
Harkiso Health Post,0,0,Oromiya,Lega Hidha Woreda,,213703531,322,0,,4,411,41124,4112400309,5,2007,1,0,3
Taymen Health Post,0,0,Amhara,Misrak Belesa Woreda,< 15 years,380762064,3010,0,1.1.1.1.1.1,3,301,30117,3011700318,5,2007,2,0,3
Sekela Health Center,0,0,Amhara,Dega Damot Woreda,                  : females,382881336,3871,0,4.2.1.6.4,3,307,30707,307070023,5,2007,4,0,2
Soyi Bamiche Health Post,0,0,Oromiya,Gidami Woreda, Age: 0-24 Months,407529564,3058,0,2.2.1.1,4,418,41809,4180900308,5,2007,1,0,3
Bistma Health Center,11.3348,39.7689,Amhara,Werebabo Woreda,,165973223,747,0,,3,304,30406,304060022,5,2007,2,0,2
Legehare Health Center,,,Dire Dawa,Legehare Operational Woreda Health Office,,197139210,1095,0,,15,0,150105,1501050021,5,2007,4,0,2
Shashemene Hospital,7.255347,38.654293,Oromiya,,,215145541,622,0,,4,426,0,4260011,5,2007,5,0,1
Borbor Health Center,0,0,Oromiya,Dhaas Woreda,,361206878,1438,0,,4,412,41219,412190021,5,2007,4,0,2
Berberta Health Post,0,0,Amhara,Legahida Woreda,Number of children under one year of age who have received third dose of pentavalent vaccine,381880152,24,0,1.3.2.1,3,304,30420,3042000310,5,2007,6,0,3
Odo Leka Health Center,0,0,Oromiya,Sodo Dacha Woreda,"Repeat acceptors, by method",406783245,4474,0,1.1.1.2.2,4,413,41313,413130022,5,2007,0,0,2
Asella Health Center,9.1412,41.8312,Oromiya,,,168585055,1291,0,,4,424,0,4240021,5,2007,5,0,2
Halo Goba Health Center,0,0,Oromiya,Hawi Gudina Woreda,,175966394,656,0,,4,409,40916,409160023,5,2007,8,0,2
Waaccuu dimaa Health Post,0,0,Oromiya,Gemechis Woreda,,213495531,561,0,,4,409,40912,4091200325,5,2007,10,0,3
Abay Midum Clinic,,,Beneshangul Gumuz,Bambasi Woreda,"Number of persons on original 1st line regimen, including those on alternate 1st line regimen and those on 2nd line regimen",369439073,3889,0,4.2.1.7.1,6,603,60305,603050062,5,2007,5,0,6
Meha Health Post,,,Amhara,Dera Woreda,Number of outpatient visits,381139620,4533,0,1.1,3,302,30209,302090038,5,2007,7,0,3
Faji Gole Primary Clinic,,,Oromiya,Shashemene Zuria Woreda,Number of children   recovered,407353445,3067,0,2.4.1,4,417,41712,417120055,5,2007,0,0,6
Birhanu Yimam Melstgn Clinic,,,Amhara,Werebabo Woreda,,165980952,720,0,,3,304,30406,304060035,5,2007,2,0,6
Gola Health Center,9.0276353,38.7472719,Oromiya,Meta Robi Woreda,,175616185,792,0,,4,405,40514,405140024,5,2007,0,0,2
Kara Health Center,0,0,Oromiya,Oda Bultum Woreda,,213664040,548,0,,4,409,40917,409170021,5,2007,9,0,2
Gind Atemem Health Post,0,0,Amhara,Misrak Este Woreda,Number of births attended by health extension workers at Health Post,381102802,3030,0,1.1.6.1,3,302,30208,3020800327,5,2007,0,0,3
Kitu Shibo(Cooraa) Health Center,0,0,Oromiya,Chora Woreda,,359693082,899,0,,4,403,40303,403030021,5,2007,4,0,2
Hase Halke Health Post,,,Oromiya,Kofele Woreda,OPD visits > = 15: new Male,407164418,172,0,1.1.9,4,417,41704,417040043,5,2007,9,0,3
Girana Health Center,11.5698,39.7209,Amhara,Habru Woreda,,164960088,1255,0,,3,303,30308,303080022,5,2007,4,0,2
Megale Health Center,0,0,Afar,Megale Woreda,,190266607,595,0,,2,202,20204,202040021,5,2007,9,0,2
Dalecho Health Post,,,Oromiya,Abe Dengoro Woreda,,213713792,293,0,,4,419,41910,419100032,5,2007,6,0,3
Korata Health Center,0,0,Amhara,Dera Woreda,Number of adults and children with advanced HIV infection ever started on ART,381117820,4492,0,4.2.1.4.1,3,302,30209,302090024,5,2007,4,0,2
Shekla Health Post,0,0,Amhara,Dawa Chefa Woreda,Number of children under one year of age who have received third dose of Polio vaccine,383364092,4417,0,1.3.9.3,3,310,31001,3100100301,5,2007,2,0,3
Kadisco Hospital,0,0,Addis Ababa,Bole Kifle Ketema,,413370670,1343,0,,14,0,14110,141100038,5,2007,5,0,7
Kurfa Health Post,0,0,Amhara,Dembecha Woreda,,166391864,286,0,,3,307,30708,3070800314,5,2007,9,0,3
Chala Foka Health Post,0,0,Oromiya,Hababo Guduru Woreda,,213738592,846,0,,4,419,41904,4190400309,5,2007,8,0,3
Rhoobot,,,Beneshangul Gumuz,Kamishe Woreda,Number of positive blood units for TTI serious adverse transfusion incidents and   reactions occurred by :,369482838,3209,0,6.1,6,604,60403,604030040,5,2007,2,0,6
Silmi Health Center,0,0,Oromiya,Girar Jarso Woreda,10-14 years : males,404739033,3701,0,4.2.1.4.1.7,4,406,40606,406060022,5,2007,9,0,2
Zibist Health Center,0,0,Amhara,Debub Achefer Woreda,                  : females,383061661,3669,0,4.2.1.1.2.2.14,3,307,30713,307130026,5,2007,5,0,2
Kunde Health Center,0,0,Amhara,Kutaber Woreda,,165953330,513,0,,3,304,30403,304030023,5,2007,7,0,2
Awaro Health Center,0,0,Oromiya,Ambo Town Woreda,,175624096,404,0,,4,405,40515,405150022,5,2007,5,0,2
Senbare Health Post,0,0,Oromiya,Zeway Dugda Woreda,,214230073,288,0,,4,408,40806,4080600302,5,2007,7,0,3
Gevzemon Health Center,0,0,Amhara,Merhabete Woreda,                                                           : female,381966435,3730,0,4.2.1.5.1.1.14,3,305,30502,305020023,5,2007,0,0,2
Wegor Health Post,0,0,Amhara,Gozamin Woreda,Amoxicillin,382544731,140,0, ,3,306,30610,3061000316,5,2007,7,0,3
Innango Sobbir Health Post,0,0,Oromiya,Boji Cheqorsa Woreda,Measles doses given (all ages),403201821,31,0,1.3.10.6(Given),4,401,40110,4011000305,5,2007,6,0,3
OdaJerja Health Center,0,0,Oromiya,Bele Gasgar Woreda,,168029362,1503,0,,4,408,40823,408230023,5,2007,0,0,2
Aramis Health Center,,,Afar,Dalifaghe Woreda,Rota doses given (all ages),190198521,3008,0,1.3.10.4(Given),2,205,20504,205040023,5,2007,9,0,2
Kossa SF,,,Oromiya,Limu Kosa Woreda,,214173955,409,0,,4,404,40402,404020031,5,2007,5,0,6
Dengelber Health Center,11.942308,36.993598,Amhara,Alefa Woreda,                               : females,380689012,4562,0,4.2.1.9.2.6,3,301,30115,301150021,5,2007,9,0,2
Chachatu Health Post,0,0,Amhara,Bate Zuria Woreda,New acceptors by age,383450168,3,0,1.1.1.1.1,3,310,31007,3100700321,5,2007,2,0,3
Wanki Health Center,0,0,Oromiya,Mene Sibu Woreda,                  : females,403063964,3875,0,4.2.1.6.8,4,401,40101,401010024,5,2007,2,0,2
Jihur Health Center,10.019799,39.241193,Amhara,Moretna Juru Woreda,,166098726,798,0,,3,305,30504,305040022,5,2007,3,0,2
Debremariam Health Center,0,0,Tigray,Asegede Tsimbila Woreda,,207822658,1382,0,,1,101,10105,101050025,5,2007,7,0,2
Lizib Dingay Health Center,0,0,Oromiya,Aleltu Woreda,,221864221,1229,0,,4,406,40617,406170024,5,2007,7,0,2
Sariti Health Center,,,Oromiya,Jeldu Woreda,,361796591,1193,0,,4,405,40502,405020030,5,2007,5,0,2
Dire Sheh Husen Helath Center,0,0,Oromiya,Gololcha Woreda,                  : females Non-Pregnant,406142815,3710,0,4.2.1.4.1.16,4,411,41105,411050022,5,2007,9,0,2
Fitto Health Center,0,0,Amhara,Tenta Woreda,,165943039,367,0,,3,304,30402,304020024,5,2007,1,0,2
Bechesa Health Post,,,Oromiya,Tulo Woreda,,175918357,648,0,,4,409,40903,409030041,5,2007,7,0,3
Dinsa Health Center,0,0,Oromiya,Gololcha Woreda,,213263130,405,0,,4,411,41105,411050021,5,2007,1,0,2
Bishena Health Post,0,0,Amhara,Mirab Esta Woreda,Number of pregnant women that received antenatal care at least once,381171958,5,0,1.1.2.1,3,302,30211,3021100306,5,2007,6,0,3
Dalow Sewa Health Center,0,0,Oromiya,Gimbi Woreda,    >= 25 years,403092084,3036,0,1.1.9.1.2,4,401,40103,401030021,5,2007,10,0,2
Gambela Health Center,8.256132,34.590535,Gambella,,                  : females,416100581,3686,0,4.2.1.2.1.12,12,1205,0,1205000021,5,2007,8,0,2
Kimir Dingay Health Center,11.808684,38.209143,Amhara,Farta Woreda,,165780005,420,0,,3,302,30204,302040024,5,2007,10,0,2
Tsaedakerni Health Center,0,0,Tigray,Tselemt Woreda,,207855088,1189,0,,1,101,10106,101060027,5,2007,2,0,2
Lalu Maje,,,Oromiya,Dugda Woreda,,215997413,553,0,,4,407,40707,407070114,5,2007,5,0,3
Silka Amba Health Center,0,0,Oromiya,Nono Woreda,,361774778,1626,0,,4,405,40508,405080021,5,2007,7,0,2
